WigleWifi-1.4,appRelease=v1.4.1,model=ESP32 Marauder,release=v1.4.1,device=ESP32 Marauder,display=SPI TFT,board=ESP32 Marauder,brand=JustCallMeKoko
MAC,SSID,AuthMode,FirstSeen,Channel,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,Type
28:3D:E8:E2:93:1E,ROVE_R2-4K_e2931e,[WPA_WPA2_PSK],2025-5-6 11:42:18,1,-87,30.5580482,-97.5778046,185.00,1.50,WIFI
C0:4B:24:93:68:2C,A4_93682c,[WPA2_PSK],2025-5-6 11:42:18,1,-88,30.5580482,-97.5778046,185.00,1.50,WIFI
00:25:CA:AA:4F:6D,Motive AABL36ND512525,[WPA2_PSK],2025-5-6 11:42:23,6,-88,30.5565701,-97.5774231,184.30,1.50,WIFI
32:B4:B8:56:ED:92,My VW 2836,[WPA2_PSK],2025-5-6 11:42:23,6,-92,30.5565701,-97.5774231,184.30,1.50,WIFI
00:0A:99:8A:66:AC,18449,[WPA_PSK],2025-5-6 11:42:28,11,-85,30.5550518,-97.5772095,186.00,1.50,WIFI
80:AF:CA:23:B0:58,Cudy-B058,[WPA_WPA2_PSK],2025-5-6 11:42:52,9,-86,30.5483608,-97.5769501,182.90,1.50,WIFI
00:0A:99:8B:A2:7D,LP05162,[WPA_PSK],2025-5-6 11:43:7,11,-85,30.5439434,-97.5767822,179.10,1.50,WIFI
B2:00:73:3E:22:A6,Prosit,[WPA2_PSK],2025-5-6 11:43:7,11,-88,30.5439434,-97.5767822,179.10,1.50,WIFI
52:B3:B4:06:6F:0A,Guest-WiFi-1131DB,[WPA2_PSK],2025-5-6 11:43:10,1,-90,30.5430489,-97.5767593,178.60,1.50,WIFI
9E:A3:A9:6E:B3:9D,,[WPA2_PSK],2025-5-6 11:43:21,12,-93,30.5398159,-97.5766449,181.00,1.50,WIFI
98:5D:46:5B:87:09,PNet6711736,[WPA2_PSK],2025-5-6 11:43:28,6,-65,30.5377998,-97.5765762,182.00,1.50,WIFI
D6:21:F9:37:AA:14,Youngblood Guest,[WPA2_PSK],2025-5-6 11:43:28,6,-89,30.5377998,-97.5765762,182.00,1.50,WIFI
50:91:E3:68:8A:DC,Lulu,[WPA2_PSK],2025-5-6 11:43:31,9,-92,30.5369320,-97.5765533,181.60,1.50,WIFI
CA:41:1E:6F:07:49,Compton2,[WPA2_PSK],2025-5-6 11:43:32,10,-87,30.5366440,-97.5765457,181.40,1.50,WIFI
6A:7F:F0:04:0D:D2,FBI Van,[WPA2_WPA3_PSK],2025-5-6 11:43:37,2,-80,30.5352020,-97.5764847,179.50,1.50,WIFI
62:E6:F0:03:4B:6B,myChevrolet 4b6b,[WPA2_PSK],2025-5-6 11:43:49,1,-78,30.5316639,-97.5763626,171.30,1.50,WIFI
98:5D:46:1D:D4:E9,PNet6585383,[WPA2_PSK],2025-5-6 11:43:49,1,-87,30.5316639,-97.5763626,171.30,1.50,WIFI
FA:6D:CC:FF:64:2D,2024 GMC Sierr,[WPA2_PSK],2025-5-6 11:43:55,7,-89,30.5298519,-97.5762939,168.60,1.50,WIFI
C8:9E:43:C9:2B:97,Choi,[WPA2_PSK],2025-5-6 11:43:56,8,-90,30.5295467,-97.5762863,168.70,1.50,WIFI
B4:FB:E4:BA:76:94,NEWHUTTOBRIDGE,[WPA2_PSK],2025-5-6 11:43:59,11,-90,30.5286274,-97.5762558,169.40,1.50,WIFI
74:37:5F:DB:CB:53,Roselin,[WPA2_PSK],2025-5-6 11:44:20,6,-64,30.5223351,-97.5760422,168.40,1.50,WIFI
18:A5:FF:67:8C:F2,RubensWifi,[WPA2_WPA3_PSK],2025-5-6 11:44:20,6,-71,30.5223351,-97.5760422,168.40,1.50,WIFI
4C:AB:F8:6A:B4:F7,SpectrumSetup-F9,[WPA2_PSK],2025-5-6 11:44:20,6,-84,30.5223351,-97.5760422,168.40,1.50,WIFI
70:C9:12:6C:6F:FB,ST-00D203C140,[OPEN],2025-5-6 11:44:25,11,-71,30.5210152,-97.5759888,170.10,1.50,WIFI
BC:96:E5:80:CF:8B,SpectrumSetup-CF87,[WPA2_PSK],2025-5-6 11:44:25,11,-79,30.5210152,-97.5759888,170.10,1.50,WIFI
26:CD:8D:26:98:A8,DIRECT-uP-Car_a102,[WPA2_PSK],2025-5-6 11:44:25,11,-88,30.5210152,-97.5759888,170.10,1.50,WIFI
A0:7F:8A:25:DD:4D,SpectrumSetup-DD47,[WPA2_PSK],2025-5-6 11:44:28,1,-80,30.5202198,-97.5759659,172.70,1.50,WIFI
00:54:AF:94:60:03,Hotspot6003,[WPA_WPA2_PSK],2025-5-6 11:44:33,6,-86,30.5189400,-97.5759201,176.90,1.50,WIFI
00:21:7E:06:35:EA,atrack_wifi,[WPA_WPA2_PSK],2025-5-6 11:44:33,6,-87,30.5189400,-97.5759201,176.90,1.50,WIFI
A4:97:33:12:12:E4,Marita,[WPA2_PSK],2025-5-6 11:44:33,6,-88,30.5189400,-97.5759201,176.90,1.50,WIFI
A0:55:1F:7F:F5:CA,SpectrumSetup-F5C4,[WPA2_PSK],2025-5-6 11:44:38,11,-86,30.5177441,-97.5758743,180.70,1.50,WIFI
54:07:7D:41:6D:46,mr_gerbik,[WPA2_PSK],2025-5-6 11:44:49,9,-88,30.5151157,-97.5757904,188.30,1.50,WIFI
F0:2F:74:C1:CB:28,BrooklynNYC21,[WPA2_PSK],2025-5-6 11:44:50,10,-86,30.5148602,-97.5757751,188.80,1.50,WIFI
BC:96:E5:38:15:0A,SabinaDeleon,[WPA2_PSK],2025-5-6 11:44:51,11,-82,30.5145969,-97.5757751,189.20,1.50,WIFI
74:37:5F:8D:48:27,SpectrumSetup-25,[WPA2_PSK],2025-5-6 11:44:54,1,-77,30.5138092,-97.5757370,190.40,1.50,WIFI
4C:ED:FB:8F:61:A0,FullMetal2G,[WPA2_PSK],2025-5-6 11:44:56,3,-88,30.5132809,-97.5757217,191.00,1.50,WIFI
F4:EA:B5:F4:DA:D9,CrashTech,[WPA2_PSK],2025-5-6 11:44:59,6,-76,30.5125046,-97.5757065,191.40,1.50,WIFI
B8:9F:09:D0:88:E4,hum96081,[WPA2_PSK],2025-5-6 11:44:59,6,-83,30.5125046,-97.5757065,191.40,1.50,WIFI
2C:30:33:E8:6B:83,MyOptimum ad6f67_2GEXT,[WPA2_PSK],2025-5-6 11:44:59,6,-87,30.5125046,-97.5757065,191.40,1.50,WIFI
B6:05:2A:02:02:27,GMC8506,[WPA2_WPA3_PSK],2025-5-6 11:45:4,11,-84,30.5112247,-97.5757751,191.20,1.50,WIFI
F0:9C:E9:E7:70:19,CrashTech,[WPA2_PSK],2025-5-6 11:45:4,11,-86,30.5112247,-97.5757751,191.20,1.50,WIFI
CC:64:1A:3D:31:91,GKU-D600-3d3191,[WPA2_PSK],2025-5-6 11:45:4,11,-87,30.5112247,-97.5757751,191.20,1.50,WIFI
F8:96:FE:3C:DF:F0,Samuel wifi,[WPA2_WPA3_PSK],2025-5-6 11:45:12,6,-86,30.5091915,-97.5762787,190.30,1.50,WIFI
CC:C2:61:32:CC:6E,Driveri:264108680,[WPA_WPA2_PSK],2025-5-6 11:45:12,6,-87,30.5091915,-97.5762787,190.30,1.50,WIFI
90:D3:CF:35:41:FB,SpectrumSetup-EF,[WPA2_PSK],2025-5-6 11:45:17,11,-81,30.5079556,-97.5768356,190.10,1.50,WIFI
F8:5B:3B:A2:67:FB,Spectrum_HYE,[WPA2_PSK],2025-5-6 11:45:20,1,-84,30.5072556,-97.5772476,190.60,1.50,WIFI
5E:E9:31:2A:C7:48,,[WPA2_PSK],2025-5-6 11:45:23,3,-84,30.5065727,-97.5776749,191.90,1.50,WIFI
88:DE:7C:C3:E4:A9,SpectrumSetup-AB,[WPA2_PSK],2025-5-6 11:45:26,6,-81,30.5058937,-97.5780792,193.50,1.50,WIFI
FC:12:63:00:84:4C,Kleighs_Wifi,[WPA2_PSK],2025-5-6 11:45:31,11,-89,30.5047684,-97.5787659,196.10,1.50,WIFI
00:54:AF:D5:DD:A0,HotspotDDA0,[WPA_WPA2_PSK],2025-5-6 11:45:33,1,-87,30.5043373,-97.5790329,197.20,1.50,WIFI
34:53:D2:C8:1E:16,SpectrumSetup-10,[WPA2_PSK],2025-5-6 11:45:45,11,-91,30.5023117,-97.5802612,201.60,1.50,WIFI
00:30:44:68:4B:E2,TeslaWiFi_Mercury,[WPA2],2025-5-6 11:45:45,11,-91,30.5023117,-97.5802612,201.60,1.50,WIFI
00:54:AF:5D:FA:3B,HotspotFA3B,[WPA_WPA2_PSK],2025-5-6 11:46:0,1,-84,30.4995842,-97.5818024,205.40,1.50,WIFI
98:1E:19:2F:1B:A6,MySpectrumWiFia0-2G,[WPA2_PSK],2025-5-6 11:46:0,1,-89,30.4995842,-97.5818024,205.40,1.50,WIFI
18:58:80:B9:72:11,joestornes,[WPA2_WPA3_PSK],2025-5-6 11:46:5,5,-81,30.4985046,-97.5822678,207.30,1.50,WIFI
28:38:5C:0A:EF:E5,HotspotANXk,[WPA_WPA2_PSK],2025-5-6 11:46:5,6,-72,30.4985046,-97.5822678,207.30,1.50,WIFI
94:91:7F:7A:35:E5,Bush's Chicken,[WPA2_PSK],2025-5-6 11:46:5,6,-88,30.4985046,-97.5822678,207.30,1.50,WIFI
74:37:5F:A1:44:FF,Urithiru,[WPA2_PSK],2025-5-6 11:46:5,6,-88,30.4985046,-97.5822678,207.30,1.50,WIFI
12:E8:A7:F7:E1:53,Villarreal,[WPA2_PSK],2025-5-6 11:46:6,7,-82,30.4982834,-97.5823517,207.70,1.50,WIFI
5C:FC:E1:27:08:73,NewThermostat_270873,[OPEN],2025-5-6 11:46:13,1,-82,30.4967594,-97.5828629,208.80,1.50,WIFI
1C:14:48:76:BA:E0,ATT8q3W5r6,[WPA2_PSK],2025-5-6 11:46:13,1,-86,30.4967594,-97.5828629,208.80,1.50,WIFI
AA:2E:84:AC:80:EA,MySpaceNet,[WPA2_PSK],2025-5-6 11:46:17,4,-83,30.4958363,-97.5831146,209.20,1.50,WIFI
BC:96:E5:58:A2:C0,Arkham Asylum,[WPA2_PSK],2025-5-6 11:46:19,6,-88,30.4953671,-97.5832138,209.30,1.50,WIFI
22:AD:56:41:3A:13,Hotspot3A13,[WPA_WPA2_PSK],2025-5-6 11:46:24,11,-85,30.4941483,-97.5834579,209.40,1.50,WIFI
34:53:D2:30:97:06,Max,[WPA2_PSK],2025-5-6 11:46:24,11,-90,30.4941483,-97.5834579,209.40,1.50,WIFI
22:AD:56:4C:B5:7E,HotspotB57E,[WPA_WPA2_PSK],2025-5-6 11:46:27,1,-75,30.4934196,-97.5836258,208.90,1.50,WIFI
48:A4:72:E3:89:C9,RR827683,[WPA2_PSK],2025-5-6 11:46:27,1,-85,30.4934196,-97.5836258,208.90,1.50,WIFI
90:93:5A:15:B6:DB,G34-5189,[WPA2_WPA3_PSK],2025-5-6 11:46:32,6,-83,30.4922237,-97.5838547,207.10,1.50,WIFI
32:8D:DB:7A:97:F4,,[WPA2_PSK],2025-5-6 11:46:37,11,-65,30.4910240,-97.5840836,204.30,1.50,WIFI
C4:EB:42:92:06:D7,TMOBILE-06D1,[WPA2_WPA3_PSK],2025-5-6 11:46:40,1,-83,30.4902802,-97.5842133,201.80,1.50,WIFI
32:24:A9:B3:41:AD,DIRECT-AD-HP OfficeJet Pro 7740,[WPA2_PSK],2025-5-6 11:46:40,1,-90,30.4902802,-97.5842133,201.80,1.50,WIFI
92:17:C8:10:AE:C3,,[WPA2_PSK],2025-5-6 11:46:45,6,-83,30.4889965,-97.5844498,197.80,1.50,WIFI
70:C9:12:DF:E3:50,ST-00D203F713,[OPEN],2025-5-6 11:46:45,6,-87,30.4889965,-97.5844498,197.80,1.50,WIFI
A8:40:0B:52:17:66,HotspotaapZ,[WPA_WPA2_PSK],2025-5-6 11:46:45,6,-88,30.4889965,-97.5844498,197.80,1.50,WIFI
22:AD:56:22:0B:74,Hotspot0B74,[WPA_WPA2_PSK],2025-5-6 11:46:53,1,-84,30.4868259,-97.5848618,190.70,1.50,WIFI
00:25:CA:4D:EE:4D,KeepTruckin Hotspot - 01440207,[WPA2_PSK],2025-5-6 11:46:58,6,-84,30.4855003,-97.5852051,188.50,1.50,WIFI
10:0C:6B:64:D4:2B,Bluehawk,[WPA2_PSK],2025-5-6 11:47:9,4,-92,30.4826717,-97.5863647,189.00,1.50,WIFI
00:80:AE:B6:AA:44,hug2g279533,[WPA2_PSK],2025-5-6 11:47:11,6,-78,30.4821911,-97.5866470,189.00,1.50,WIFI
FC:DB:21:3F:BC:0F,Samsara_ELD,[WPA2_PSK],2025-5-6 11:47:11,6,-86,30.4821911,-97.5866470,189.00,1.50,WIFI
34:98:B5:60:97:53,NETGEAR52,[WPA2_PSK],2025-5-6 11:47:16,11,-85,30.4810371,-97.5873871,189.90,1.50,WIFI
0E:2C:16:20:2E:8C,MeceyWifi,[WPA2_PSK],2025-5-6 11:47:18,1,-82,30.4805965,-97.5877075,190.70,1.50,WIFI
0E:2C:16:80:2E:8C,,[WPA2_PSK],2025-5-6 11:47:18,1,-85,30.4805965,-97.5877075,190.70,1.50,WIFI
46:EB:2E:FF:2A:75,RICHI$ CHEVY,[WPA2_PSK],2025-5-6 11:47:24,6,-83,30.4792747,-97.5886230,192.30,1.50,WIFI
B2:81:84:95:15:84,,[WPA2_PSK],2025-5-6 11:47:42,11,-24,30.4757271,-97.5916367,209.70,1.50,WIFI
7A:01:B1:3B:47:EA,Dash-9548,[WPA2_PSK],2025-5-6 11:47:50,6,-89,30.4752007,-97.5937042,213.70,1.50,WIFI
22:AD:56:4F:6D:32,Hotspot6D32,[WPA_WPA2_PSK],2025-5-6 11:48:12,1,-82,30.4771156,-97.5991745,201.80,1.50,WIFI
FC:DB:21:1A:2C:4D,Capstar Hotspot,[WPA2_PSK],2025-5-6 11:48:17,6,-77,30.4777794,-97.6005936,204.20,1.50,WIFI
78:29:ED:4B:88:8D,MySpectrumWiFi8F-2G,[WPA2_PSK],2025-5-6 11:48:17,6,-87,30.4777794,-97.6005936,204.20,1.50,WIFI
70:47:77:50:E2:88,CHP_Guest,[WPA2_PSK],2025-5-6 11:48:17,6,-88,30.4777794,-97.6005936,204.20,1.50,WIFI
5A:E4:03:1A:FA:22,myGMC FA22,[WPA2_PSK],2025-5-6 11:48:18,7,-85,30.4779167,-97.6008682,205.10,1.50,WIFI
12:09:0D:FD:80:E3,,[WPA2_PSK],2025-5-6 11:48:20,9,-82,30.4781914,-97.6014404,206.90,1.50,WIFI
70:47:77:90:BB:58,CHP_Admin,[WPA2_PSK],2025-5-6 11:48:22,11,-81,30.4784679,-97.6020050,208.40,1.50,WIFI
70:47:77:D0:BB:58,CHP_Staff,[WPA2_PSK],2025-5-6 11:48:22,11,-83,30.4784679,-97.6020050,208.40,1.50,WIFI
70:47:77:10:7B:E8,CHP_Resident,[WPA2_PSK],2025-5-6 11:48:22,11,-84,30.4784679,-97.6020050,208.40,1.50,WIFI
70:47:77:50:7B:E8,CHP_Guest,[WPA2_PSK],2025-5-6 11:48:22,11,-84,30.4784679,-97.6020050,208.40,1.50,WIFI
70:47:77:D0:7B:E8,CHP_Staff,[WPA2_PSK],2025-5-6 11:48:22,11,-84,30.4784679,-97.6020050,208.40,1.50,WIFI
70:47:77:10:BB:58,CHP_Resident,[WPA2_PSK],2025-5-6 11:48:22,11,-84,30.4784679,-97.6020050,208.40,1.50,WIFI
70:47:77:90:7B:E8,CHP_Admin,[WPA2_PSK],2025-5-6 11:48:22,11,-85,30.4784679,-97.6020050,208.40,1.50,WIFI
70:47:77:8D:E7:38,CHP_Admin,[WPA2_PSK],2025-5-6 11:48:22,11,-87,30.4784679,-97.6020050,208.40,1.50,WIFI
70:47:77:CD:E7:38,CHP_Staff,[WPA2_PSK],2025-5-6 11:48:22,11,-87,30.4784679,-97.6020050,208.40,1.50,WIFI
70:47:77:50:BF:48,CHP_Guest,[WPA2_PSK],2025-5-6 11:48:22,11,-87,30.4784679,-97.6020050,208.40,1.50,WIFI
70:47:77:D0:BF:48,CHP_Staff,[WPA2_PSK],2025-5-6 11:48:22,11,-87,30.4784679,-97.6020050,208.40,1.50,WIFI
70:47:77:D0:7C:B8,CHP_Staff,[WPA2_PSK],2025-5-6 11:48:22,11,-92,30.4784679,-97.6020050,208.40,1.50,WIFI
70:47:77:50:BB:B8,CHP_Guest,[WPA2_PSK],2025-5-6 11:48:25,1,-83,30.4788895,-97.6028748,209.50,1.50,WIFI
70:47:77:D0:D0:98,CHP_Staff,[WPA2_PSK],2025-5-6 11:48:25,1,-83,30.4788895,-97.6028748,209.50,1.50,WIFI
70:47:77:10:D0:98,CHP_Resident,[WPA2_PSK],2025-5-6 11:48:25,1,-85,30.4788895,-97.6028748,209.50,1.50,WIFI
70:47:77:D0:88:E8,CHP_Staff,[WPA2_PSK],2025-5-6 11:48:25,1,-86,30.4788895,-97.6028748,209.50,1.50,WIFI
70:47:77:50:91:F8,CHP_Guest,[WPA2_PSK],2025-5-6 11:48:25,1,-87,30.4788895,-97.6028748,209.50,1.50,WIFI
70:47:77:D0:91:F8,CHP_Staff,[WPA2_PSK],2025-5-6 11:48:25,1,-88,30.4788895,-97.6028748,209.50,1.50,WIFI
70:47:77:10:91:F8,CHP_Resident,[WPA2_PSK],2025-5-6 11:48:25,1,-89,30.4788895,-97.6028748,209.50,1.50,WIFI
AC:DF:9F:29:54:FC,TMOBILE-54FA,[WPA2_WPA3_PSK],2025-5-6 11:48:29,5,-84,30.4794598,-97.6040497,209.40,1.50,WIFI
00:25:CA:BB:AF:29,Motive AABL36NE510822,[WPA2_PSK],2025-5-6 11:48:30,6,-84,30.4796047,-97.6043472,209.10,1.50,WIFI
34:98:B5:06:47:64,Merwebo,[WPA_WPA2_PSK],2025-5-6 11:48:30,6,-94,30.4796047,-97.6043472,209.10,1.50,WIFI
00:54:AF:E7:2B:42,Hotspot2B42,[WPA_WPA2_PSK],2025-5-6 11:48:35,11,-89,30.4803371,-97.6058578,208.40,1.50,WIFI
2E:DC:AD:C3:AB:F3,WiFi Hotspot,[WPA2_PSK],2025-5-6 11:48:35,11,-91,30.4803371,-97.6058578,208.40,1.50,WIFI
48:E2:AD:4F:3C:34,ATTxuR4hWa,[WPA2_PSK],2025-5-6 11:48:39,2,-91,30.4809284,-97.6070709,210.70,1.50,WIFI
28:38:5C:35:B0:68,Hotspot6NHN,[WPA_WPA2_PSK],2025-5-6 11:48:43,6,-88,30.4815197,-97.6083069,211.40,1.50,WIFI
C4:49:BB:2B:05:FC,Russell Terrain,[WPA2_PSK],2025-5-6 11:48:48,11,-87,30.4822445,-97.6097946,210.50,1.50,WIFI
D6:21:F9:2D:B0:C9,Wilsonart,[WPA2_PSK],2025-5-6 11:48:56,6,-86,30.4833164,-97.6121597,209.20,1.50,WIFI
AC:8B:A9:13:5C:FE,WMS Heatherwilde,[WPA2_PSK],2025-5-6 11:48:56,6,-92,30.4833164,-97.6121597,209.20,1.50,WIFI
6C:4B:B4:90:E5:D4,Globetrottingwannabe,[WPA2_PSK],2025-5-6 11:49:9,6,-85,30.4849625,-97.6160736,212.10,1.50,WIFI
6C:4B:B4:F1:DB:44,A-Team,[WPA2_PSK],2025-5-6 11:49:9,6,-88,30.4849625,-97.6160736,212.10,1.50,WIFI
D2:9C:25:D7:52:E1, Pacman3,[WPA2_PSK],2025-5-6 11:49:9,6,-93,30.4849625,-97.6160736,212.10,1.50,WIFI
AC:8F:A9:DC:B3:E4,ATTqZz5nMs,[WPA2_PSK],2025-5-6 11:49:14,11,-84,30.4855347,-97.6176224,213.50,1.50,WIFI
5C:02:14:CA:26:A8,Liebenow,[WPA_WPA2_PSK],2025-5-6 11:49:14,11,-89,30.4855347,-97.6176224,213.50,1.50,WIFI
A0:2D:13:26:7C:5F,A-Team,[WPA2_PSK],2025-5-6 11:49:14,11,-90,30.4855347,-97.6176224,213.50,1.50,WIFI
B0:78:39:3D:CF:D6,midea_fa_0386,[OPEN],2025-5-6 11:49:17,1,-87,30.4858513,-97.6185532,214.10,1.50,WIFI
08:9B:B9:89:66:04,LastofUs,[WPA2_PSK],2025-5-6 11:49:19,3,-88,30.4860554,-97.6191635,214.60,1.50,WIFI
08:33:ED:D9:F0:31,SpectrumSetup-33,[WPA2_PSK],2025-5-6 11:49:22,6,-86,30.4863453,-97.6200790,215.00,1.50,WIFI
4C:AB:F8:2E:4D:2D,Tulip13,[WPA2_PSK],2025-5-6 11:49:22,6,-89,30.4863453,-97.6200790,215.00,1.50,WIFI
AC:8F:A9:E0:2B:C4,Addamsfamily,[WPA2_PSK],2025-5-6 11:49:27,11,-88,30.4867859,-97.6216049,214.60,1.50,WIFI
84:A3:29:C8:29:DC,TMOBILE-5264,[WPA2_WPA3_PSK],2025-5-6 11:49:30,1,-60,30.4870358,-97.6225433,213.60,1.50,WIFI
58:9B:4A:92:4F:A4,Pandorasbox,[WPA2_PSK],2025-5-6 11:49:30,1,-90,30.4870358,-97.6225433,213.60,1.50,WIFI
B0:95:75:46:92:10,RavenclawTower,[WPA2_PSK],2025-5-6 11:49:31,2,-83,30.4871197,-97.6228638,213.10,1.50,WIFI
06:5F:67:BF:F1:8E,,[WPA2_PSK],2025-5-6 11:49:33,4,-76,30.4872799,-97.6235046,212.20,1.50,WIFI
28:38:5C:69:EB:98,HotspotbUwC,[WPA_WPA2_PSK],2025-5-6 11:49:35,6,-75,30.4874363,-97.6241608,211.30,1.50,WIFI
F8:55:CD:A6:D1:A5,Hotspot6rsY,[WPA_WPA2_PSK],2025-5-6 11:49:35,6,-80,30.4874363,-97.6241608,211.30,1.50,WIFI
18:A5:FF:70:52:66,TMOBILE-5264,[WPA2_WPA3_PSK],2025-5-6 11:49:35,6,-82,30.4874363,-97.6241608,211.30,1.50,WIFI
C0:D7:AA:EC:F1:87,TMOBILE-F185,[WPA2_WPA3_PSK],2025-5-6 11:49:39,10,-76,30.4877300,-97.6254883,210.30,1.50,WIFI
F8:5B:3B:B4:63:AF,SpectrumSetup-B1,[WPA2_PSK],2025-5-6 11:49:40,11,-72,30.4877987,-97.6258240,210.50,1.50,WIFI
C8:B4:22:5F:62:D5,SpectrumSetup-D7,[WPA2_PSK],2025-5-6 11:49:40,11,-82,30.4877987,-97.6258240,210.50,1.50,WIFI
1A:7B:65:B4:E7:B7,,[WPA2_PSK],2025-5-6 11:49:40,11,-84,30.4877987,-97.6258240,210.50,1.50,WIFI
84:1E:A3:DE:6E:DC,SpectrumSetup-D6,[WPA2_PSK],2025-5-6 11:49:43,1,-68,30.4879913,-97.6268082,212.20,1.50,WIFI
A6:97:5C:BD:CE:45,VTECH_5766_ce45,[WPA2_PSK],2025-5-6 11:49:43,1,-81,30.4879913,-97.6268082,212.20,1.50,WIFI
34:98:B5:09:B9:41,NETGEAR_EXT,[OPEN],2025-5-6 11:49:43,1,-85,30.4879913,-97.6268082,212.20,1.50,WIFI
6C:CD:D6:D9:C5:B1,,[WPA2_PSK],2025-5-6 11:49:45,3,-72,30.4881077,-97.6274643,213.20,1.50,WIFI
F4:52:46:A4:D3:B5,Home Box 2025,[WPA2_PSK],2025-5-6 11:49:48,6,-79,30.4882717,-97.6284637,214.00,1.50,WIFI
A0:7F:8A:49:92:E4,Atlas,[WPA2_PSK],2025-5-6 11:49:53,11,-72,30.4885197,-97.6301804,213.10,1.50,WIFI
70:58:A4:F5:AC:D9,hotrod3367,[WPA2_PSK],2025-5-6 11:49:53,11,-89,30.4885197,-97.6301804,213.10,1.50,WIFI
A0:36:BC:19:F4:C8,Hal,[WPA2_PSK],2025-5-6 11:49:56,1,-79,30.4886475,-97.6312485,211.20,1.50,WIFI
5C:35:FC:10:FB:89,hotrod3367,[WPA2_PSK],2025-5-6 11:49:56,1,-80,30.4886475,-97.6312485,211.20,1.50,WIFI
48:41:7B:10:9A:C4,ATTs6fFFPi,[WPA2_PSK],2025-5-6 11:49:59,4,-90,30.4887600,-97.6323395,209.10,1.50,WIFI
16:27:F5:E7:0F:7E,,[WPA2_PSK],2025-5-6 11:50:0,5,-88,30.4887943,-97.6326981,208.50,1.50,WIFI
AC:DF:9F:3C:0C:08,BigWillie,[WPA2_WPA3_PSK],2025-5-6 11:50:0,5,-90,30.4887943,-97.6326981,208.50,1.50,WIFI
22:AD:56:2A:E8:09,HotspotE809,[WPA_WPA2_PSK],2025-5-6 11:50:6,11,-87,30.4889545,-97.6349030,209.10,1.50,WIFI
AC:91:9B:4E:61:7A,Verizon_L4LJNN,[WPA2_PSK],2025-5-6 11:50:6,11,-90,30.4889545,-97.6349030,209.10,1.50,WIFI
78:8C:B5:CF:7D:21,jb quest extender,[WPA2_PSK],2025-5-6 11:50:9,1,-79,30.4889965,-97.6360016,212.00,1.50,WIFI
FA:B4:6A:08:7C:E1,DIRECT-E1-HP OfficeJet 5200,[WPA2_PSK],2025-5-6 11:50:9,1,-83,30.4889965,-97.6360016,212.00,1.50,WIFI
4A:F8:B3:FC:58:3F,ContinentalHCM-Guest,[OPEN],2025-5-6 11:50:10,2,-91,30.4889965,-97.6363602,212.90,1.50,WIFI
64:7B:1E:DE:68:96,ATTXNceKts,[WPA2_PSK],2025-5-6 11:50:15,7,-69,30.4888706,-97.6381378,217.30,1.50,WIFI
A0:55:1F:E4:BE:86,ATTJysi97V,[WPA2_PSK],2025-5-6 11:50:15,7,-83,30.4888706,-97.6381378,217.30,1.50,WIFI
10:93:97:63:BB:E0,ATTBsehbA2,[WPA2_PSK],2025-5-6 11:50:17,9,-87,30.4887562,-97.6388474,219.10,1.50,WIFI
C8:FE:0F:38:73:60,DilpaHonda,[WPA2_PSK],2025-5-6 11:50:19,11,-88,30.4885998,-97.6395416,220.40,1.50,WIFI
6E:7B:1E:D6:DF:C6,,[WPA2_PSK],2025-5-6 11:50:24,3,-86,30.4881191,-97.6412811,220.70,1.50,WIFI
18:A5:FF:9F:D0:6A,Squadmac,[WPA2_WPA3_PSK],2025-5-6 11:50:26,5,-86,30.4879246,-97.6419983,219.70,1.50,WIFI
AC:DF:9F:7F:2A:2E,RoundvillePlace5G,[WPA2_WPA3_PSK],2025-5-6 11:50:27,6,-76,30.4878235,-97.6423645,219.10,1.50,WIFI
F4:92:BF:5D:2A:AA,RF-SECURE-CORP,[WPA2],2025-5-6 11:50:27,6,-81,30.4878235,-97.6423645,219.10,1.50,WIFI
FE:92:BF:5D:2A:AA,Refuel_Guest,[OPEN],2025-5-6 11:50:27,6,-84,30.4878235,-97.6423645,219.10,1.50,WIFI
E2:55:7D:39:17:70,VTLA4,[WPA2],2025-5-6 11:50:32,11,-83,30.4873009,-97.6442261,215.20,1.50,WIFI
E2:55:7D:39:17:71,Vermeer Guest,[OPEN],2025-5-6 11:50:32,11,-84,30.4873009,-97.6442261,215.20,1.50,WIFI
E2:55:7D:39:17:73,VTLA4 - Mobile,[WPA2],2025-5-6 11:50:32,11,-86,30.4873009,-97.6442261,215.20,1.50,WIFI
2A:03:EB:F5:0E:D7,myChevrolet7096,[WPA2_PSK],2025-5-6 11:50:32,11,-88,30.4873009,-97.6442261,215.20,1.50,WIFI
04:18:D6:BA:A6:E0,CAP-Guest,[WPA_WPA2_PSK],2025-5-6 11:50:35,1,-90,30.4869881,-97.6453323,212.90,1.50,WIFI
04:18:D6:BA:A6:E1,CAP,[WPA2],2025-5-6 11:50:35,1,-91,30.4869881,-97.6453323,212.90,1.50,WIFI
78:45:58:F1:24:1D,,[WPA2_PSK],2025-5-6 11:50:40,6,-84,30.4864674,-97.6471863,211.40,1.50,WIFI
7A:45:58:A1:24:1D,TLE-CENTER,[WPA2_PSK],2025-5-6 11:50:40,6,-84,30.4864674,-97.6471863,211.40,1.50,WIFI
